gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
2451299151	5e6ae014-b62f-11e2-afcb-00145eb45e9a	http://id.snsb.info/snsb/collection/183892/462545/160981	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula			GENUS	Navicula J.B.M.Bory de Saint-Vincent, 1822	Navicula spec. 5858		DE	Germany, Bayern, Dreisesselspitze, Pfütze				0674aea0-a7e1-11d8-9534-b8a03c50a862	48.784444	13.805											2634825		PRESERVED_SPECIMEN	SNSB-M	BSMweinzierlcoll	183892 / 462545 / E 5858				CC_BY_4_0		Weinhold			2019-11-15T11:11:46.247Z	STILLIMAGE	RECORDED_DATE_INVALID;TAXON_MATCH_HIGHERRANK;COORDINATE_ROUNDED
2451297135	5e6ae014-b62f-11e2-afcb-00145eb45e9a	http://id.snsb.info/snsb/collection/183892/462542/160979	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Neidiaceae	Neidium	Neidium hercynicum		SPECIES	Neidium hercynicum Mayer	Neidium hercynicum		DE	Germany, Bayern, Dreisesselspitze, Pfütze				0674aea0-a7e1-11d8-9534-b8a03c50a862	48.784444	13.805											2633457	2633457	PRESERVED_SPECIMEN	SNSB-M	BSMweinzierlcoll	183892 / 462542 / E 5855				CC_BY_4_0		Weinhold			2019-11-15T11:11:46.328Z	STILLIMAGE	RECORDED_DATE_INVALID;COORDINATE_ROUNDED
2451295142	5e6ae014-b62f-11e2-afcb-00145eb45e9a	http://id.snsb.info/snsb/collection/183892/462546/160982	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula			GENUS	Navicula J.B.M.Bory de Saint-Vincent, 1822	Navicula spec. 5858		DE	Germany, Bayern, Dreisesselspitze, Pfütze				0674aea0-a7e1-11d8-9534-b8a03c50a862	48.784444	13.805											2634825		PRESERVED_SPECIMEN	SNSB-M	BSMweinzierlcoll	183892 / 462546 / E 5859				CC_BY_4_0		Weinhold			2019-11-15T11:11:46.245Z	STILLIMAGE	RECORDED_DATE_INVALID;TAXON_MATCH_HIGHERRANK;COORDINATE_ROUNDED
2451294138	5e6ae014-b62f-11e2-afcb-00145eb45e9a	http://id.snsb.info/snsb/collection/183892/462543/160980	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Neidiaceae	Neidium	Neidium hercynicum		SPECIES	Neidium hercynicum Mayer	Neidium hercynicum		DE	Germany, Bayern, Dreisesselspitze, Pfütze				0674aea0-a7e1-11d8-9534-b8a03c50a862	48.784444	13.805											2633457	2633457	PRESERVED_SPECIMEN	SNSB-M	BSMweinzierlcoll	183892 / 462543 / E 5856				CC_BY_4_0		Weinhold			2019-11-15T11:11:46.225Z	STILLIMAGE	RECORDED_DATE_INVALID;COORDINATE_ROUNDED
2451293147	5e6ae014-b62f-11e2-afcb-00145eb45e9a	http://id.snsb.info/snsb/collection/183892/460061/160977	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia	Pinnularia microstauron	minor	FORM	Pinnularia microstauron f. minor Mayer, 1913	Pinnularia microstauron var. biundulata f. minor		DE	Germany, Bayern, Dreisesselspitze, Pfütze				0674aea0-a7e1-11d8-9534-b8a03c50a862	48.784444	13.805											9590723	5268357	PRESERVED_SPECIMEN	SNSB-M	BSMweinzierlcoll	183892 / 460061 / E 3589				CC_BY_4_0		Weinhold			2019-11-15T11:12:20.547Z	STILLIMAGE	RECORDED_DATE_INVALID;COORDINATE_ROUNDED
2451293146	5e6ae014-b62f-11e2-afcb-00145eb45e9a	http://id.snsb.info/snsb/collection/183892/459648/160976	Chromista	Ochrophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	Eunotia fallax		SPECIES	Eunotia fallax A.Cleve, 1895	Eunotia fallax		DE	Germany, Bayern, Dreisesselspitze, Pfütze				0674aea0-a7e1-11d8-9534-b8a03c50a862	48.784444	13.805											8274116	8274116	PRESERVED_SPECIMEN	SNSB-M	BSMweinzierlcoll	183892 / 459648 / E 3215				CC_BY_4_0		Weinhold			2019-11-15T11:09:12.583Z	STILLIMAGE	RECORDED_DATE_INVALID;COORDINATE_ROUNDED
2451292137	5e6ae014-b62f-11e2-afcb-00145eb45e9a	http://id.snsb.info/snsb/collection/183892/460166/160978	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia	Pinnularia microstauron	minor	FORM	Pinnularia microstauron f. minor Mayer, 1913	Pinnularia microstauron var. biundulata f. minor		DE	Germany, Bayern, Dreisesselspitze, Pfütze				0674aea0-a7e1-11d8-9534-b8a03c50a862	48.784444	13.805											9590723	5268357	PRESERVED_SPECIMEN	SNSB-M	BSMweinzierlcoll	183892 / 460166 / E 3693				CC_BY_4_0		Weinhold			2019-11-15T11:12:20.468Z	STILLIMAGE	RECORDED_DATE_INVALID;COORDINATE_ROUNDED
2444289279	d962a7dc-2183-4824-bb88-5e0ba14ec62d	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.MOLL.173098	Animalia	Mollusca	Gastropoda	Stylommatophora	Discidae	Discus	Discus rotundatus		SPECIES	Discus rotundatus (O.F.Müller, 1774)	Discus (Gonyodiscus) rotundatus (Müller, 1774)	Müller, 1774	AT	Untersberg, Grödig, Feldgerüst im Buchenwald, 700 m	Salzburg		4	396d5f30-dea9-11db-8ab4-b8a03c50a862	48.766667	13.866667							1947-09-05T00:00:00Z	5	9	1947	2294144	2294144	PRESERVED_SPECIMEN		Mollusca	ZMA.MOLL.173098				CC0_1_0	Naturalis Biodiversity Center	Mahler F			2019-10-31T13:31:27.418Z		COORDINATE_ROUNDED
2431103083	42301ebf-d36a-4e4f-a061-d37d778c2365	e83e260d-61fd-4b15-9d11-83a6d996b0fa	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Pilocarpaceae	Micarea			GENUS	Micarea Fr.	Micarea		CZ	Sumava Mountains, Volary		present		8a226609-56b9-4b87-a0a2-767c38edd572	48.777778	13.863889							1998-10-18T00:00:00Z	18	10	1998	9611993		PRESERVED_SPECIMEN	HO	HO	HO 531443	1490	Z. Palice		CC_BY_4_0		Halda, J.|Palice, Z.			2019-10-28T16:56:46.670Z		GEODETIC_DATUM_ASSUMED_WGS84
2382543760	54f946aa-2ca9-4a51-9ee5-011219e0381e		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Onagraceae	Epilobium	Epilobium palustre		SPECIES	Epilobium palustre L.	Epilobium palustre L.		CZ	Bohemia, distr. Prachatice. Nová Pec: Trojmezí, vrchovištní oko v lese 0,5 km SV od styku česko-rakousko-bavorských hranic				9a4467a2-eccd-4aa7-bb6d-aea3a31f2a2c	48.775	13.84167	100.0		1310.0				2011-09-02T00:00:00Z	2	9	2011	3189080	3189080	PRESERVED_SPECIMEN	BRNU	Herbarium BRNU	631942		J. Danihelka		CC_BY_4_0		Grulich,V. & Vydrová,A.			2019-09-20T20:00:26.212Z		
2331479349	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Animalia	Arthropoda	Insecta	Hymenoptera	Vespidae	Vespula	Vespula vulgaris		SPECIES	Vespula vulgaris (Linnaeus, 1758)	Vespula vulgaris		DE	Riedelsbach/Bergheim Riedelsbach und Umgebung				bb646dff-a905-4403-a49b-6d378c2cf0d9	48.751633	13.802476	250.0						2013-08-09T00:00:00Z	9	8	2013	1311671	1311671	HUMAN_OBSERVATION	naturgucker	naturgucker	1640166546				CC_BY_4_0		688861900			2019-09-21T02:18:23.021Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2331379418	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	Vaccinium vitis-idaea		SPECIES	Vaccinium vitis-idaea L.	Vaccinium vitis-idaea		DE	Dreisessel				bb646dff-a905-4403-a49b-6d378c2cf0d9	48.782665	13.802948	250.0						2013-08-11T00:00:00Z	11	8	2013	2882835	2882835	HUMAN_OBSERVATION	naturgucker	naturgucker	1552576687				CC_BY_4_0		688861900			2019-09-21T00:23:32.807Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2331379417	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	Vaccinium myrtillus		SPECIES	Vaccinium myrtillus L.	Vaccinium myrtillus		DE	Dreisessel				bb646dff-a905-4403-a49b-6d378c2cf0d9	48.782665	13.802948	250.0						2013-08-11T00:00:00Z	11	8	2013	2882833	2882833	HUMAN_OBSERVATION	naturgucker	naturgucker	1546739535				CC_BY_4_0		688861900			2019-09-21T03:51:07.872Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2331199308	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	Turdus torquatus		SPECIES	Turdus torquatus Linnaeus, 1758	Turdus torquatus		CZ	UTM25_33U_0400_5400				bb646dff-a905-4403-a49b-6d378c2cf0d9	48.772934	13.838997	25.0						2016-06-24T00:00:00Z	24	6	2016	7865305	7865305	HUMAN_OBSERVATION	naturgucker	naturgucker	-1233137788				CC_BY_4_0		282112647			2019-09-21T00:18:39.221Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2331043522	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	Turdus torquatus		SPECIES	Turdus torquatus Linnaeus, 1758	Turdus torquatus		CZ	UTM25_33U_0400_5400				bb646dff-a905-4403-a49b-6d378c2cf0d9	48.781181	13.803921	25.0						2019-05-01T00:00:00Z	1	5	2019	7865305	7865305	HUMAN_OBSERVATION	naturgucker	naturgucker	-829516774				CC_BY_4_0		282112647			2019-09-21T00:18:39.287Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2330924353	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium repens		SPECIES	Trifolium repens L.	Trifolium repens		DE	Riedelsbach/Bergheim Riedelsbach und Umgebung				bb646dff-a905-4403-a49b-6d378c2cf0d9	48.751633	13.802476	250.0						2013-08-09T00:00:00Z	9	8	2013	5358748	5358748	HUMAN_OBSERVATION	naturgucker	naturgucker	-1992761845				CC_BY_4_0		688861900			2019-09-21T03:33:15.179Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2330764070	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium pratense		SPECIES	Trifolium pratense L.	Trifolium pratense		DE	Riedelsbach/Bergheim Riedelsbach und Umgebung				bb646dff-a905-4403-a49b-6d378c2cf0d9	48.751633	13.802476	250.0						2013-08-11T00:00:00Z	11	8	2013	8324121	8324121	HUMAN_OBSERVATION	naturgucker	naturgucker	1638356461				CC_BY_4_0		688861900			2019-11-09T04:00:16.706Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2330751463	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Tilia	Tilia cordata		SPECIES	Tilia cordata Mill.	Tilia cordata		DE	Lackenhäuser und Umgebung				bb646dff-a905-4403-a49b-6d378c2cf0d9	48.749596	13.814193	250.0						2016-01-23T00:00:00Z	23	1	2016	3152047	3152047	HUMAN_OBSERVATION	naturgucker	naturgucker	-1148223568				CC_BY_4_0		688861900			2019-09-21T01:52:05.652Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2330718710	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Animalia	Chordata	Aves	Galliformes	Phasianidae	Tetrao	Tetrao urogallus		SPECIES	Tetrao urogallus Linnaeus, 1758	Tetrao urogallus		CZ	UTM25_33U_0400_5400				bb646dff-a905-4403-a49b-6d378c2cf0d9	48.772934	13.838997	25.0						2016-06-24T00:00:00Z	24	6	2016	2473577	2473577	HUMAN_OBSERVATION	naturgucker	naturgucker	-387089741				CC_BY_4_0		282112647			2019-09-20T23:48:15.083Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2330717944	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Animalia	Chordata	Aves	Galliformes	Phasianidae	Tetrao	Tetrao urogallus		SPECIES	Tetrao urogallus Linnaeus, 1758	Tetrao urogallus		CZ	UTM25_33U_0400_5400				bb646dff-a905-4403-a49b-6d378c2cf0d9	48.772934	13.838997	25.0						2016-06-24T00:00:00Z	24	6	2016	2473577	2473577	HUMAN_OBSERVATION	naturgucker	naturgucker	-1293767463				CC_BY_4_0		282112647			2019-09-20T23:48:18.867Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2330717457	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Animalia	Chordata	Aves	Galliformes	Phasianidae	Tetrao	Tetrao urogallus		SPECIES	Tetrao urogallus Linnaeus, 1758	Tetrao urogallus		CZ	UTM25_33U_0400_5400				bb646dff-a905-4403-a49b-6d378c2cf0d9	48.781181	13.803921	25.0						2019-05-01T00:00:00Z	1	5	2019	2473577	2473577	HUMAN_OBSERVATION	naturgucker	naturgucker	-650298485				CC_BY_4_0		282112647			2019-09-20T23:48:19.714Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2330143479	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Sorbus	Sorbus aucuparia		SPECIES	Sorbus aucuparia L.	Sorbus aucuparia		DE	Dreisessel				bb646dff-a905-4403-a49b-6d378c2cf0d9	48.782665	13.802948	250.0						2013-08-11T00:00:00Z	11	8	2013	3012167	3012167	HUMAN_OBSERVATION	naturgucker	naturgucker	891838924				CC_BY_4_0		688861900			2019-09-21T01:15:07.881Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2330132592	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Animalia	Chordata	Aves	Passeriformes	Sittidae	Sitta	Sitta europaea		SPECIES	Sitta europaea Linnaeus, 1758	Sitta europaea		DE	Dreisessel				bb646dff-a905-4403-a49b-6d378c2cf0d9	48.782665	13.802948	250.0						2016-01-24T00:00:00Z	24	1	2016	2484916	2484916	HUMAN_OBSERVATION	naturgucker	naturgucker	-1285801950				CC_BY_4_0		688861900			2019-09-21T01:13:04.254Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2330104039	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Animalia	Chordata	Aves	Passeriformes	Sittidae	Sitta	Sitta europaea		SPECIES	Sitta europaea Linnaeus, 1758	Sitta europaea		DE	Riedelsbach/Bergheim Riedelsbach und Umgebung				bb646dff-a905-4403-a49b-6d378c2cf0d9	48.751633	13.802476	250.0						2012-12-31T00:00:00Z	31	12	2012	2484916	2484916	HUMAN_OBSERVATION	naturgucker	naturgucker	1419494867				CC_BY_4_0		688861900			2019-09-21T01:13:02.655Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2330052324	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Animalia	Chordata	Aves	Passeriformes	Sittidae	Sitta	Sitta europaea		SPECIES	Sitta europaea Linnaeus, 1758	Sitta europaea		DE	Riedelsbach/Bergheim Riedelsbach und Umgebung				bb646dff-a905-4403-a49b-6d378c2cf0d9	48.751633	13.802476	250.0						2013-01-01T00:00:00Z	1	1	2013	2484916	2484916	HUMAN_OBSERVATION	naturgucker	naturgucker	692728477				CC_BY_4_0		688861900			2019-09-21T01:12:59.992Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2330031239	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Animalia	Chordata	Aves	Passeriformes	Sittidae	Sitta	Sitta europaea		SPECIES	Sitta europaea Linnaeus, 1758	Sitta europaea		DE	Riedelsbach/Bergheim Riedelsbach und Umgebung				bb646dff-a905-4403-a49b-6d378c2cf0d9	48.751633	13.802476	250.0						2013-08-11T00:00:00Z	11	8	2013	2484916	2484916	HUMAN_OBSERVATION	naturgucker	naturgucker	-183750957				CC_BY_4_0		688861900			2019-11-09T01:30:02.949Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2329996491	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Senecio	Senecio ovatus		SPECIES	Senecio ovatus (G.Gaertn., B.Mey. & Scherb.) Willd.	Senecio ovatus		DE	Dreisessel				bb646dff-a905-4403-a49b-6d378c2cf0d9	48.782665	13.802948	250.0						2013-08-11T00:00:00Z	11	8	2013	3107361	3107361	HUMAN_OBSERVATION	naturgucker	naturgucker	-2013650542				CC_BY_4_0		688861900			2019-09-21T02:34:57.505Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2329949878	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Scolopax	Scolopax rusticola		SPECIES	Scolopax rusticola Linnaeus, 1758	Scolopax rusticola		CZ	UTM25_33U_0400_5400				bb646dff-a905-4403-a49b-6d378c2cf0d9	48.781181	13.803921	25.0						2019-05-01T00:00:00Z	1	5	2019	2481700	2481700	HUMAN_OBSERVATION	naturgucker	naturgucker	-793321263				CC_BY_4_0		282112647			2019-09-20T23:04:49.747Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2329888647	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix caprea		SPECIES	Salix caprea L.	Salix caprea		DE	Dreisessel				bb646dff-a905-4403-a49b-6d378c2cf0d9	48.782665	13.802948	250.0						2013-08-11T00:00:00Z	11	8	2013	5372952	5372952	HUMAN_OBSERVATION	naturgucker	naturgucker	838302059				CC_BY_4_0		688861900			2019-09-21T02:50:28.670Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2329844446	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus idaeus		SPECIES	Rubus idaeus L.	Rubus idaeus		DE	Dreisessel				bb646dff-a905-4403-a49b-6d378c2cf0d9	48.782665	13.802948	250.0						2013-08-11T00:00:00Z	11	8	2013	2993094	2993094	HUMAN_OBSERVATION	naturgucker	naturgucker	-1179625307				CC_BY_4_0		688861900			2019-09-20T22:56:57.306Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2329682399	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Animalia	Chordata	Aves	Passeriformes	Fringillidae	Pyrrhula	Pyrrhula pyrrhula		SPECIES	Pyrrhula pyrrhula (Linnaeus, 1758)	Pyrrhula pyrrhula		DE	Riedelsbach/Bergheim Riedelsbach und Umgebung				bb646dff-a905-4403-a49b-6d378c2cf0d9	48.751633	13.802476	250.0						2012-12-31T00:00:00Z	31	12	2012	2494543	2494543	HUMAN_OBSERVATION	naturgucker	naturgucker	-649578294				CC_BY_4_0		688861900			2019-09-20T22:42:32.322Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2329651074	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Animalia	Chordata	Aves	Passeriformes	Fringillidae	Pyrrhula	Pyrrhula pyrrhula		SPECIES	Pyrrhula pyrrhula (Linnaeus, 1758)	Pyrrhula pyrrhula		DE	Riedelsbach/Bergheim Riedelsbach und Umgebung				bb646dff-a905-4403-a49b-6d378c2cf0d9	48.751633	13.802476	250.0						2013-01-01T00:00:00Z	1	1	2013	2494543	2494543	HUMAN_OBSERVATION	naturgucker	naturgucker	-1781829336				CC_BY_4_0		688861900			2019-09-20T22:42:31.359Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2329556472	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Prenanthes	Prenanthes purpurea		SPECIES	Prenanthes purpurea L.	Prenanthes purpurea		DE	Dreisessel				bb646dff-a905-4403-a49b-6d378c2cf0d9	48.782665	13.802948	250.0						2013-08-11T00:00:00Z	11	8	2013	3090783	3090783	HUMAN_OBSERVATION	naturgucker	naturgucker	-1524386588				CC_BY_4_0		688861900			2019-09-21T01:55:31.531Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2312410119	64dabd3c-4f34-4520-b9dd-d227a0bf1582	http://id.snsb.info/bfl/collection_bayernflora/8143755/29686688	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	Cardamine amara	austriaca	SUBSPECIES	Cardamine amara subsp. austriaca Marhold	Cardamine amara subsp. austriaca Marhold		CZ	Quellsumpf Kollmannsberg-Osthang/Dreisessel				0674aea0-a7e1-11d8-9534-b8a03c50a862	48.79	13.8							2017-05-15T00:00:00Z	15	5	2017	3046051	3046044	HUMAN_OBSERVATION	BFL	BFLportal01coll	8143755 / 29686688				CC_BY_4_0		W. Zahlheimer			2019-09-20T17:23:29.222Z		COUNTRY_DERIVED_FROM_COORDINATES
2311127337	ad43e954-dd79-4986-ae34-9ccdbd8bf568	KC973049	Animalia	Arthropoda	Insecta	Hymenoptera	Blasticotomidae	Blasticotoma	Blasticotoma filiceti		SPECIES	Blasticotoma filiceti Klug, 1834	Blasticotoma filiceti		CZ	Austria:Oberoesterreich, Ploeckenstein				ada9d123-ddb4-467d-8891-806ea8d94230	48.77	13.85							2011-08-08T00:00:00Z	8	8	2011	4492147	4492147	PRESERVED_SPECIMEN					Stefan Schmidt		CC_BY_4_0		E. Altenhofer			2019-09-20T16:11:05.277Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
2311095069	ad43e954-dd79-4986-ae34-9ccdbd8bf568	KP772991	Animalia	Arthropoda	Hexanauplia	Cyclopoida	Cyclopidae	Cyclops	Cyclops abyssorum		SPECIES	Cyclops abyssorum S.L.	Cyclops abyssorum		CZ	Czech Republic:Plesne, glacial lake				ada9d123-ddb4-467d-8891-806ea8d94230	48.78	13.87							2011-10-31T00:00:00Z	31	10	2011	8595338	8595338	MATERIAL_SAMPLE							CC_BY_4_0					2019-09-20T19:11:32.991Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
2310892417	ad43e954-dd79-4986-ae34-9ccdbd8bf568	KP773009	Animalia	Arthropoda	Hexanauplia	Cyclopoida	Cyclopidae	Cyclops	Cyclops abyssorum		SPECIES	Cyclops abyssorum S.L.	Cyclops abyssorum		CZ	Czech Republic:Plesne, glacial lake				ada9d123-ddb4-467d-8891-806ea8d94230	48.78	13.87							2011-10-31T00:00:00Z	31	10	2011	8595338	8595338	MATERIAL_SAMPLE							CC_BY_4_0					2019-09-20T19:11:32.204Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
2310851581	ad43e954-dd79-4986-ae34-9ccdbd8bf568	KC977036	Animalia	Arthropoda	Insecta	Hymenoptera	Blasticotomidae	Blasticotoma	Blasticotoma filiceti		SPECIES	Blasticotoma filiceti Klug, 1834	Blasticotoma filiceti		CZ	Austria:Oberoesterreich, Ploeckenstein				ada9d123-ddb4-467d-8891-806ea8d94230	48.77	13.85							2011-08-08T00:00:00Z	8	8	2011	4492147	4492147	PRESERVED_SPECIMEN					Stefan Schmidt		CC_BY_4_0		E. Altenhofer			2019-09-20T16:11:03.671Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
2310522037	ad43e954-dd79-4986-ae34-9ccdbd8bf568	KC976429	Animalia	Arthropoda	Insecta	Hymenoptera	Blasticotomidae	Blasticotoma	Blasticotoma filiceti		SPECIES	Blasticotoma filiceti Klug, 1834	Blasticotoma filiceti		CZ	Austria:Oberoesterreich, Ploeckenstein				ada9d123-ddb4-467d-8891-806ea8d94230	48.77	13.85							2011-08-08T00:00:00Z	8	8	2011	4492147	4492147	PRESERVED_SPECIMEN					Stefan Schmidt		CC_BY_4_0		E. Altenhofer			2019-09-20T16:11:06.957Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
2310071300	ad43e954-dd79-4986-ae34-9ccdbd8bf568	KX047209	Animalia	Arthropoda	Insecta	Lepidoptera	Oecophoridae	Pleurota	Pleurota bicostella		SPECIES	Pleurota bicostella (Clerck, 1759)	Pleurota bicostella		CZ	Germany:Bavaria, Niederbayern, Freyung-Grafenau, Haidmuehle, Dreisessel-NWR Markscheide				ada9d123-ddb4-467d-8891-806ea8d94230	48.77	13.84							2011-06-28T00:00:00Z	28	6	2011	1839893	1839893	PRESERVED_SPECIMEN					Andreas Segerer		CC_BY_4_0		Peter Lichtmannecker			2019-09-21T00:02:13.616Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
2309971768	ad43e954-dd79-4986-ae34-9ccdbd8bf568	FJ639968	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Gnaphalium	Gnaphalium norvegicum		SPECIES	Gnaphalium norvegicum Retz.	Gnaphalium norvegicum		AT	Austria				ada9d123-ddb4-467d-8891-806ea8d94230	48.76	13.85											7982510	7982510	PRESERVED_SPECIMEN							CC_BY_4_0					2019-09-20T20:57:11.936Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
2309590638	ad43e954-dd79-4986-ae34-9ccdbd8bf568	KX044928	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Mythimna	Mythimna andereggii		SPECIES	Mythimna andereggii (Boisduval, 1840)	Mythimna andereggii		CZ	Germany:Bavaria, Niederbayern, Freyung-Grafenau, Haidmuehle, Dreisessel-NWR Markscheide				ada9d123-ddb4-467d-8891-806ea8d94230	48.77	13.84							2011-06-28T00:00:00Z	28	6	2011	8045644	8045644	PRESERVED_SPECIMEN					Andreas Segerer		CC_BY_4_0		Peter Lichtmannecker			2019-09-21T00:34:17.845Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
2309537916	ad43e954-dd79-4986-ae34-9ccdbd8bf568	KC976551	Animalia	Arthropoda	Insecta	Hymenoptera	Blasticotomidae	Blasticotoma	Blasticotoma filiceti		SPECIES	Blasticotoma filiceti Klug, 1834	Blasticotoma filiceti		CZ	Austria:Oberoesterreich, Ploeckenstein				ada9d123-ddb4-467d-8891-806ea8d94230	48.77	13.85							2011-08-08T00:00:00Z	8	8	2011	4492147	4492147	PRESERVED_SPECIMEN					Stefan Schmidt		CC_BY_4_0		E. Altenhofer			2019-09-20T16:11:04.326Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
